"horizon","true_irf","theta_hat","mean_coef","mean_se_HC","mean_se_NW","lower_sym","upper_sym","lower_eq","upper_eq","lower_pct","upper_pct","lower_norm","upper_norm","iter"
1,0.5,0.380976612035228,0.409383131521156,0.0856790898244342,0.105215389934768,0.202261123798229,0.559692100272227,0.206818923314823,0.498877591275758,0.262962144570426,0.49674985787215,0.210171435467789,0.551781788602666,7
6,1e-06,0.0897520583690319,0.0668375076322126,0.116739025198126,0.125622388878363,-0.0775762247403717,0.257080341478436,-0.0847421190475796,0.19574740399302,0.045946587941156,0.244254520863825,-0.0463901142007584,0.225894230938822,7
12,0.000244140625,-0.0280892254037146,0.0756407644259083,0.119140176315321,0.127820482238454,-0.261191686904771,0.205013236097342,-0.0472599599762122,0.217824409133685,0.0366756434033103,0.230668646938006,-0.205848146792123,0.149669695984694,7
18,1e-18,0.149736008402174,0.0739498446528408,0.123017440697022,0.133929472928455,-0.117868833605208,0.417340850409556,-0.064843303194975,0.379189635359127,0.0659864130786435,0.318941906769747,-0.0542314126549616,0.35370342945931,7
1,0.5,0.364047684189141,0.384497672284373,0.0896405863912077,0.0985179859577843,0.209350252439796,0.518745115938485,0.222427537036672,0.485267328271548,0.223127166209826,0.525826395703532,0.240284269482245,0.487811098896036,8
6,1e-06,-0.266385282591372,-0.0406559286683865,0.105667282697645,0.119626678644973,-0.582596376225599,0.0498258110428549,-0.145624362157505,0.0599957068292491,0.0248967199201174,0.142330514103038,-0.439523538966277,-0.0932470262164674,8
12,0.000244140625,0.0651806434006378,-0.0173447655499587,0.122656907839379,0.136852467768573,-0.150066843095054,0.280428129896329,-0.174544416578608,0.14800740725723,0.0174206820739334,0.23795794619576,-0.111446779166128,0.241808065967404,8
18,1e-18,-0.0380248481103852,0.0086462042466029,0.116868977416063,0.121868416221635,-0.435297687326473,0.359247991105702,-0.329888350234593,0.357677810176649,0.0224438237986692,0.34511929183546,-0.30396578346446,0.22791608724369,8
1,0.5,0.554575307837574,0.619115225596898,0.0986652551876244,0.103796337994655,0.385119641509561,0.724030974165587,0.468630997323305,0.724324883077795,0.478342632237345,0.716743109908065,0.366441187128794,0.742709428546354,9
6,1e-06,0.18995770204656,0.0892535580385283,0.141499238504266,0.147955072427294,-0.11513879188085,0.49505419597397,-0.13650764960179,0.23230023985218,0.0514525587576901,0.248075382558713,-0.0330744142503617,0.412989818343482,9
12,0.000244140625,0.0959029558900735,-0.0423356523024576,0.133197123744475,0.139387338729211,-0.221664028910566,0.413469940690713,-0.230866915610021,0.0892565463284474,0.031186411317175,0.193696441946617,-0.157522805575699,0.349328717355846,9
18,1e-18,0.0984922314299335,0.0387614434937568,0.131035430780822,0.132518692754958,-0.193401844445527,0.390386307305394,-0.202601962533698,0.174323354426656,0.0754266496807213,0.175170633849103,-0.163247286154683,0.36023174901455,9
1,0.5,0.361884098868275,0.445477494010642,0.097086549673117,0.102110487043476,0.20819887496329,0.51556932277326,0.365239128914065,0.53467921018326,0.365516721175699,0.523785323434479,0.210028010318078,0.513740187418472,10
6,1e-06,0.049885462187801,0.0964431269451736,0.105229468908638,0.108201681617011,-0.0551148649637177,0.15488578933932,0.046690278298718,0.166077672400324,0.0468575425673925,0.158973863736536,-0.132893422137053,0.232664346512655,10
12,0.000244140625,-0.196776122041522,-0.0574831894096527,0.1246028182313,0.127664543905778,-0.362256068850345,-0.0312961752326981,-0.158331024920007,-0.0162546786797006,0.0463406282328324,0.150488829978949,-0.359793422797842,-0.0337588212852011,10
18,1e-18,0.0134594603593188,-0.074770353614303,0.122314432991105,0.136526192435317,-0.17676118396499,0.203680104683627,-0.20017380378917,0.102075956319724,0.0166548388377454,0.29597991333908,-0.167529906439792,0.19444882715843,10
1,0.5,0.617066320526438,0.590333780920945,0.112763345842609,0.10200692382348,0.540648982457144,0.693483658595731,0.53713847072567,0.640470640614904,0.552989039299132,0.636284586964855,0.411744423211114,0.822388217841761,11
6,1e-06,0.00894400528132615,0.133918673376945,0.142830437497937,0.150246064587285,-0.117624105126364,0.135512115689016,0.0227698945256477,0.13664025839512,0.0249031369603775,0.235224728302968,-0.152619339131745,0.170507349694397,11
12,0.000244140625,-0.0961681221870393,-0.156894296452302,0.132569028941946,0.149889083674406,-0.265608067809074,0.0732718234349957,-0.279831709678917,-0.0569396894732214,0.0708752383976416,0.221628916391304,-0.380634251216746,0.188298006842667,11
18,1e-18,-0.0384953743259881,-0.0323053506327631,0.120826182322266,0.158324327609975,-0.490633532167955,0.413642783515979,-0.488619532517082,0.242892013079741,0.0450599477111108,0.312812045339868,-0.318138198865857,0.241147450213881,11
1,0.5,0.522288891005698,0.513440550290017,0.099030148921348,0.102553004634959,0.485793588769461,0.558784193241934,0.485474655389234,0.543059999813619,0.491114389305864,0.541845999402255,0.359524477149689,0.685053304861707,12
6,1e-06,0.197569683170835,-0.0673946469666647,0.107043150480494,0.121055520919459,-0.197261857264171,0.592401223605842,-0.225596002110855,0.0407075818646151,0.0221725429104207,0.234935558316924,0.0175266663996512,0.37761269994202,12
12,0.000244140625,0.216565089439779,-0.00978029084534057,0.115362862905162,0.124458548206307,-0.0680071790048331,0.501137357884391,-0.0840886769177578,0.12844731694433,0.0224755846645478,0.136629890600395,0.0578972943880884,0.375232884491469,12
18,1e-18,0.180487184789753,0.0878022681947573,0.115637839781781,0.117462818343798,0.0395396105060436,0.321434759073462,0.0351393540425342,0.185498153192665,0.0108831968442332,0.183829449550479,-0.00645386657007799,0.367428236149584,12
1,0.5,0.631974392023834,0.645381783590547,0.091315014444899,0.094992556478844,0.518798357596891,0.745150426450776,0.528732401620535,0.722904754684296,0.54219275018628,0.728904078471014,0.501116290499674,0.762832493547993,13
6,1e-06,0.194023630851252,0.0430574253570846,0.126299309581529,0.128546716427894,0.0084627407651226,0.379584520937382,-0.00910540108267119,0.142376309418658,0.0445243704431422,0.130496861376565,0.030875590895812,0.357171670806692,13
12,0.000244140625,0.200114513923485,-0.0587774455482392,0.121130395115091,0.128681181802226,-0.146296893700256,0.546525921547225,-0.172003056214778,0.0613077088759499,0.0136658403198372,0.188792318184046,0.028335072289806,0.371893955557164,13
18,1e-18,0.196728739474661,-0.0393917484633231,0.118546975192717,0.138389674997068,-0.210975352939222,0.604432831888545,-0.23146309164553,0.144323055170527,0.110090516205358,0.289767369009568,0.0342736160672907,0.359183862882032,13
1,0.5,0.563524778506362,0.603259001760049,0.0967106900791917,0.100203927494852,0.507222136188212,0.619827420824512,0.549401828832059,0.622685712024498,0.539604242699739,0.646028729866686,0.460700769623316,0.666348787389408,14
6,1e-06,0.22654540986369,0.0419871983695377,0.124765679566559,0.142108690223517,-0.213753869631731,0.666844689359111,-0.249881937076088,0.22675703722489,0.05677857849365,0.225864074295607,0.0415841151034045,0.411506704623975,14
12,0.000244140625,-0.137434496291622,0.0591900399907785,0.129670146070189,0.141657851784591,-0.471750055034248,0.196881062451004,-0.142136869028616,0.197184702554304,0.0427654907415968,0.194228811569457,-0.399808336588799,0.124939344005554,14
18,1e-18,-0.061668419366391,0.105550043986244,0.140797708385655,0.154483568275419,-0.228312592654193,0.104975753921411,-0.0209524747038253,0.113425657019987,0.00743882787392219,0.188346288102491,-0.207220553317814,0.083883714585032,14
1,0.5,0.498681355518879,0.448321116897524,0.0860082165800035,0.0962768318048213,0.354315899275779,0.643046811761979,0.327948652572812,0.516619347337005,0.325901123015451,0.516737731921461,0.362950315077222,0.634412395960536,15
6,1e-06,0.102695318744621,0.0566965396206398,0.100039585474147,0.112044361382886,-0.17547359816837,0.380864235657612,-0.160906822061538,0.318423008025038,0.00605953210429567,0.290683407121862,-0.0749666453309608,0.280357282820203,15
12,0.000244140625,-0.0984856645701582,0.106235180482993,0.115759003369919,0.134687552728179,-0.497060227493395,0.300088898353079,-0.0378480760059358,0.320779745427687,0.0793063387590964,0.252374682113423,-0.329149374483741,0.132178045343425,15
18,1e-18,0.0633379144350066,-0.0403134697479072,0.129143835066204,0.143002486928947,-0.201738930722363,0.328414759592376,-0.2212819551582,0.104138756678643,0.0115768602116667,0.180920787145145,-0.140573552227535,0.267249381097549,15
1,0.5,0.367277382225086,0.432995949346726,0.0943937474942885,0.0985432914550346,0.225637954449891,0.508916810000282,0.297969346621632,0.521107051767137,0.262650968558501,0.58469884290718,0.257626909185961,0.476927855264212,16
6,1e-06,0.0401833387784284,0.0501666338986061,0.122059145424335,0.134693486600508,-0.0803856100913815,0.160752287648238,-0.0575707665607746,0.152596605647018,0.0184537916120937,0.150435286868628,-0.15476591494927,0.235132592506127,16
12,0.000244140625,-0.0154724516436447,0.00231897980577503,0.112855576845335,0.128332219753087,-0.137331101256147,0.106386197968858,-0.114023912766014,0.0878204196664091,0.00966917787510539,0.168819235408888,-0.16515726065101,0.13421235736372,16
18,1e-18,0.0053817242129919,-0.0308258918571828,0.134249845800585,0.133062890404532,-0.0569217615013667,0.0676852099273505,-0.057691836312001,0.0221398725498425,0.0145094250393658,0.0788899100760653,-0.168295875013868,0.179059323439852,16
1,0.5,0.487166542305456,0.468963152069295,0.0963160880419291,0.100674258172062,0.388930533543677,0.585402551067235,0.382376300498528,0.555421274591632,0.397127982872992,0.550587577508652,0.318984696263882,0.655348388347031,17
6,1e-06,-0.1162470743138,0.0294170627571657,0.110669384796283,0.105866338304443,-0.38235011530599,0.14985596667839,-0.022825678818941,0.169811782188617,0.0142996628321491,0.137142185004733,-0.31606829181125,0.0835741431836499,17
12,0.000244140625,0.135572347206156,0.00455681082483471,0.113535094996007,0.129617044625636,-0.142409671737759,0.413554366150071,-0.163979128091196,0.150716835649559,0.0410955356212214,0.152912804481545,-0.0981734647368606,0.369318159149172,17
18,1e-18,-0.0435812448930046,0.00443087808641418,0.103763710204755,0.122861367629933,-0.255958031830423,0.168795542044414,-0.225665104841393,0.146997732111359,0.0552115179012653,0.160492555147757,-0.239490925330062,0.152328435544052,17
1,0.5,0.587493121606523,0.659116620714448,0.0890590681286159,0.102266714967739,0.365826795879014,0.809159447334032,0.495493455132946,0.809462252517318,0.512683530663135,0.778082250487714,0.437702160986219,0.737284082226828,18
6,1e-06,0.110819770727042,0.0694844708836007,0.120273958393955,0.12358410989475,-0.0644979909335748,0.286137532387659,-0.0723510989228299,0.223173585887954,0.0965015889275796,0.227299542447116,-0.0627980494656544,0.284437590919738,18
12,0.000244140625,-0.0292937361748206,0.0148085406767675,0.120434550442826,0.137212009153973,-0.252406790887314,0.193819318537673,-0.170715033434159,0.196350343026674,0.0597930664571411,0.2402847939439,-0.235178328772631,0.17659085642299,18
18,1e-18,0.262801149102018,-0.0704522584645942,0.128390630397336,0.13920546532506,-0.146362310816058,0.671964609020095,-0.184551348556379,0.0298468795147421,0.0233823646552699,0.164610677663488,0.074149367325394,0.451452930878642,18
1,0.5,0.609127472998614,0.562547348299242,0.0967789920408858,0.100008683696447,0.483466538699106,0.734788407298122,0.458464417742604,0.646465875947208,0.435078600282496,0.643690977244971,0.442770204279858,0.77548474171737,19
6,1e-06,0.0385425431490602,0.0144911765315093,0.108903890798229,0.116518208873575,-0.124241800465904,0.201326886764024,-0.0830908690835607,0.173081808163953,0.00245949844936589,0.160054037246394,-0.205338830884345,0.282423917182466,19
12,0.000244140625,-0.100482710780445,-0.00848273163582114,0.108052273226488,0.127617446870627,-0.379256393285959,0.178290971725069,-0.138084948989174,0.202744420238757,0.0746374693566185,0.157105391100249,-0.311072028365022,0.110106606804131,19
18,1e-18,-0.0207510795066493,-0.0234956516455055,0.130359873970945,0.139738757810392,-0.2256946052831,0.184192446269801,-0.224779766474876,0.11952942222478,0.0218488274334037,0.178561524445503,-0.268913626201362,0.227411467188064,19
1,0.5,0.422091578667865,0.412835803659923,0.0916435333544552,0.0970982193885195,0.375514074409791,0.468669082925939,0.375111299022958,0.455504130624074,0.370353054531281,0.462740986396218,0.280201805764834,0.563981351570897,20
6,1e-06,0.106838692436874,0.0965176846657771,0.10096389112529,0.116963718467105,-0.143944989267971,0.357622374141719,-0.0194367523210694,0.36473778992746,0.0204830941332967,0.293792204503918,-0.0860331429881314,0.299710527861879,20
12,0.000244140625,0.282316320221415,0.0050508619581064,0.119712266017926,0.121195646613422,-0.0410709197527532,0.605703560195583,-0.053113342694443,0.201960988182605,0.0768856548875178,0.18993799824054,0.120399690313622,0.444232950129208,20
18,1e-18,0.0232248160220187,-0.06377421385656,0.126677307827148,0.137019835560368,-0.271160508516333,0.317610140560371,-0.27944696189979,0.0765268479526427,0.0167946727279129,0.240112924687275,-0.203305565284868,0.249755197328905,20
1,0.5,0.40050988403987,0.372459838152259,0.0899261607187508,0.0992204221868858,0.283742322075988,0.517277446003752,0.268949197344602,0.46192907679625,0.307647082944697,0.452409249628253,0.252713601457688,0.548306166622052,21
6,1e-06,0.110668803427348,0.0301064140785389,0.114501549367591,0.129042093949253,-0.0774793456643389,0.298816952519035,-0.0851873964515938,0.143101176537962,0.00340154417272671,0.13627501213613,-0.126263434307686,0.347601041162382,21
12,0.000244140625,-0.00941046758766022,-0.00151935179957879,0.125396997760481,0.141312697961958,-0.227265141823528,0.208444206648208,-0.230636340078522,0.116586536986255,0.0443279143745837,0.226622444040225,-0.180890813241311,0.16206987806599,21
18,1e-18,-0.084349638063957,0.0213540361643148,0.102392886736286,0.126620692010648,-0.282546083847405,0.113846807719491,-0.0764536368549439,0.121944581610757,0.0164856670839055,0.113413638744015,-0.297501130069153,0.128801853941239,21
1,0.5,0.456005538588103,0.398080676816645,0.0922454266004891,0.0983662728057889,0.308980146902928,0.603030930273278,0.298644760655159,0.492351709766914,0.304156962056732,0.489054956203544,0.302603519399056,0.60940755777715,22
6,1e-06,0.0911606780038884,0.133547168360516,0.127561911886252,0.131195242033114,-0.0184712306754923,0.200792586683269,0.0273382287712916,0.204449182512822,0.0446565349743836,0.243062715924223,-0.0633152173877397,0.245636573395516,22
12,0.000244140625,0.0294495865715533,0.032625769864356,0.127382093816934,0.145255105069909,-0.0482727252998155,0.107171898442922,-0.0260814993345714,0.109972139979166,0.00503696395463096,0.111463367303798,-0.2006951013439,0.259594274487007,22
18,1e-18,-0.0252757263857109,0.0101069251314989,0.119251628350971,0.136935681975395,-0.156811518868646,0.106260066097225,-0.148707150729781,0.0772136770211916,0.055303062049098,0.153623518625323,-0.182554477177374,0.132003024405952,22
1,0.5,0.528974973716557,0.452303497694123,0.104118526041649,0.103397589589267,0.240963707901915,0.816986239531199,0.188510887130072,0.62894786053344,0.247900849973135,0.6261001262044,0.348106384477862,0.709843562955252,23
6,1e-06,-0.0345392701313225,-0.0522566015398798,0.109816889607356,0.117096079809927,-0.179943982357144,0.1108654420945,-0.141383608481094,0.106104913212739,0.0170682048521307,0.133294000394731,-0.226827138586286,0.157748598323641,23
12,0.000244140625,0.203844235913001,0.015229800757928,0.110706992117526,0.121597539896222,-0.132001237079919,0.539689708905921,-0.13245416133587,0.111010737597378,0.0341253288470013,0.126185776541551,-0.00375858676225657,0.411447058588259,23
18,1e-18,0.217574137002896,-0.0223295960284295,0.121503103922288,0.138861318400312,-0.107004320950569,0.542152594956361,-0.108001346962036,0.158952880207653,0.0542637420070551,0.213317480718628,0.0359878630453139,0.399160410960478,23
1,0.5,0.326506644557715,0.346251815181978,0.0882636331202161,0.0990805775734383,0.187141758324985,0.465871530790445,0.238696469801922,0.466208481613552,0.266690655337001,0.450471292006633,0.155358062018997,0.497655227096433,24
6,1e-06,0.111621083427617,0.0359269164778941,0.102974757893183,0.118069892488377,-0.00895330007510105,0.232195466930336,-0.0154619661131558,0.166026534363709,0.0192009557320534,0.15379543317714,-0.0432186935441821,0.266460860399417,24
12,0.000244140625,0.0463709342402932,-0.0654950970284091,0.12182161423874,0.124071695793167,-0.176586877458256,0.269328745938842,-0.1902837164931,0.042556039725751,0.015364032965077,0.198698476311498,-0.149032311025535,0.241774179506121,24
18,1e-18,-0.178540664998549,-0.0281754441501868,0.107788743798566,0.107052434665593,-0.417592611910967,0.0605112819138685,-0.216860942516384,0.0652996748808246,0.031807372019926,0.20537921883956,-0.345700369557499,-0.0113809604395997,24
1,0.5,0.422509990068842,0.389822979129088,0.092526428316327,0.100724742739318,0.319621003507326,0.525398976630358,0.313820834087231,0.478401588081037,0.312581237388506,0.487231101885886,0.285327817763553,0.55969216237413,25
6,1e-06,0.0523619215359857,0.0811512954895279,0.104243412245416,0.119706707845425,-0.074269632607989,0.17899347567996,-0.0232800658707965,0.193962382307034,0.0169118234711147,0.206243001369802,-0.116908595547936,0.221632438619907,25
12,0.000244140625,-0.142268923330766,-0.0468201260034813,0.124075852784852,0.126944541219204,-0.323105759313758,0.0385679126522254,-0.167472715512436,0.0747649718281807,0.0560379501634914,0.187357574194778,-0.314520441668213,0.02998259500668,25
18,1e-18,-0.306714083999278,0.00176045705780849,0.111533493876512,0.120839640669228,-0.674192663447776,0.0607644954492194,-0.214889605593564,0.07783144044086,0.082531036286325,0.189596447348612,-0.451558381604451,-0.161869786394105,25
1,0.5,0.436839070854623,0.471287406836272,0.101187825578354,0.103142248219944,0.303121708524617,0.570556433184628,0.363152394922094,0.585806910340177,0.380025786994165,0.551854805777536,0.238826426844198,0.634851714865048,26
6,1e-06,-0.0716069929670542,-0.0774258265641343,0.116908441073744,0.115815429469698,-0.13306153288855,-0.0101524530455585,-0.131551217052293,-0.0199953341286761,0.0142627184997871,0.127549356350748,-0.23796431666582,0.0947503307317111,26
12,0.000244140625,0.118489312988366,-0.021827263001487,0.106077468998979,0.113532109426553,-0.0649599988894011,0.301938624866133,-0.0722580491877416,0.074152546591074,0.027475003597436,0.0985949023473612,-0.0126225583364311,0.249601184313163,26
18,1e-18,-0.0685566745746849,0.0330191595631577,0.112926630850726,0.122961080567584,-0.331420242206391,0.194306893057021,-0.142638145731951,0.212777741288538,0.07203092087087,0.214422980297383,-0.249305636814907,0.112192287665537,26
1,0.5,0.565885846571521,0.545701575142455,0.0855868749307018,0.0837487094524575,0.419823778385939,0.711947914757102,0.445984075614248,0.70000741379942,0.446478878082613,0.693623618819663,0.456959793621657,0.674811899521385,27
6,1e-06,0.195268915543117,0.0056364562677464,0.113183850207034,0.121175775572963,-0.0701574156930383,0.460695246779272,-0.0986258924373976,0.107387652668693,0.0271524450493682,0.171973351050406,0.0349544094929201,0.355583421593313,27
12,0.000244140625,-0.2072474615353,0.0654447876934998,0.118625628077457,0.121634950905811,-0.587719774704622,0.173224851634021,-0.118448663624856,0.211289853443968,0.0385889074415095,0.22421665765687,-0.365436626501248,-0.0490582965693527,27
18,1e-18,0.0469798149481189,-0.0473498615763785,0.109907781889658,0.133018123172103,-0.160102849657039,0.254062479553276,-0.199718147267402,0.0707960441193415,0.00668057659888987,0.241461795664507,-0.110914954562658,0.204874584458896,27
1,0.5,0.383492217436934,0.423892148675412,0.0913792118155012,0.101604952598245,0.244352491844604,0.522631943029264,0.30359720782876,0.536232668216818,0.327101700631893,0.53149782100957,0.228018174287431,0.538966260586437,28
6,1e-06,-0.0441510939524252,0.103447032010628,0.117009548834277,0.123085801821738,-0.246406899104482,0.158104711199632,0.0292853028207049,0.162807410909962,0.0331432208073804,0.207614609882834,-0.226180540471849,0.137878352566998,28
12,0.000244140625,-0.0833160479157394,0.0929514008823778,0.114260990631789,0.118056211661648,-0.451634765355993,0.285002669524514,-0.0459492679690887,0.293354309096082,0.0412713452762541,0.244061711261949,-0.311893922015395,0.145261826183916,28
18,1e-18,-0.105034643837334,-0.0694993451436373,0.108422331248674,0.12906330576073,-0.217569205634485,0.00749991795981765,-0.113135941959587,0.00956057188697405,0.0169565205944929,0.111867775540421,-0.343383686893044,0.133314399218376,28
1,0.5,0.351869271217166,0.3462811833724,0.0955893270667734,0.102441163974194,0.20202446007811,0.501714082356221,0.247132152399363,0.50484949850619,0.222182045511392,0.513169283510981,0.21619874479685,0.487539797637481,29
6,1e-06,-0.0102252001174762,0.119749980244766,0.103627280665347,0.110330180608633,-0.211678705156613,0.19122830492166,0.100789510801683,0.195921503786457,0.0797160083687669,0.173780498566915,-0.210004605822317,0.189554205587365,29
12,0.000244140625,-0.0943249762910028,0.0391982937264653,0.112862503600975,0.128319614434246,-0.251228493168305,0.062578540586299,-0.0729980781527733,0.0805304289162805,0.0118633348456122,0.170484357954609,-0.228664044251637,0.0400140916696313,29
18,1e-18,0.0435798946363199,-0.0624227571645123,0.116999265064763,0.128216507595077,-0.0990164665896471,0.186176255862287,-0.107676331564059,0.075626567551654,0.0458313899957595,0.154058767702378,-0.0933793869605735,0.180539176233213,29
1,0.5,0.370228445165546,0.347911388497336,0.100682735792652,0.095086960607623,0.21528354522832,0.525173345102773,0.196435842146417,0.432565542259224,0.175448758107682,0.442302613494537,0.22459889698796,0.515857993343133,30
6,1e-06,0.151218789834156,0.0276617481545328,0.108108498906989,0.112771785626504,0.00689626456905293,0.29554131509926,-0.000677182124473596,0.0958169346119058,0.00603293856334569,0.0913940383917357,0.00240971762486425,0.300027862043448,30
12,0.000244140625,0.0930555602901031,-0.0740744582453502,0.0954364204671756,0.109096818502971,-0.157145191715985,0.343256312296191,-0.15974550615707,-0.0164095580001738,0.024615983440234,0.133783652585379,-0.09701115263926,0.283122273219466,30
18,1e-18,0.0808792956610815,-0.0324190737733877,0.114346110122661,0.125432428530101,-0.139324239646327,0.30108283096849,-0.15189334656818,0.101379358635433,0.0188899276318691,0.190708022684364,-0.103636398765843,0.265394990088006,30
1,0.5,0.646738408569055,0.658302034849984,0.103660894839524,0.103352115940533,0.559041026303099,0.73443579083501,0.579646983450494,0.734917499702954,0.600482876163539,0.725865600716582,0.437708444863846,0.855768372274263,31
6,1e-06,0.214650333214925,0.0504456487676252,0.128337071894663,0.13347517602879,-0.06137179228037,0.49067245871022,-0.0674427845395504,0.296328408110909,0.0964235834920754,0.302731383956814,0.0545158804218822,0.374784786007968,31
12,0.000244140625,-0.0818474268605197,0.0400402302951572,0.12360874239611,0.149890491480215,-0.490948481254822,0.327253627533783,-0.380234984748643,0.292733236134929,0.0500944254109166,0.287603278873253,-0.360795681885198,0.197100828164159,31
18,1e-18,-0.089957264595146,0.0523300832525678,0.142988175721045,0.144724746291594,-0.349934050568329,0.170019521378037,-0.0909541896237587,0.180989860388309,0.0155300644698556,0.170357416185188,-0.3251909970705,0.145276467880208,31
